,id,gender,age,mask,img_path,class
1776,1006,1,0,0,/opt/ml/input/data/train/new_images/001006_female_Asian_19/001006_female_Asian_19_mask4.jpg,3
1777,1006,1,0,0,/opt/ml/input/data/train/new_images/001006_female_Asian_19/001006_female_Asian_19_mask5.jpg,3
1778,630,1,1,0,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_mask4.jpg,4
1779,630,1,1,0,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_mask1.jpg,4
1780,630,1,1,0,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_mask3.jpg,4
1781,630,1,1,1,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_incorrect_mask.jpg,10
1782,630,1,1,2,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_normal.jpg,16
1783,630,1,1,0,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_mask5.jpg,4
1784,630,1,1,0,/opt/ml/input/data/train/new_images/000630_female_Asian_55/000630_female_Asian_55_mask2.jpg,4
1785,73,1,1,1,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_incorrect_mask.jpg,10
1786,73,1,1,0,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_mask4.jpg,4
1787,73,1,1,0,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_mask5.jpg,4
1788,73,1,1,0,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_mask3.jpg,4
1789,73,1,1,2,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_normal.jpg,16
1790,73,1,1,0,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_mask2.jpg,4
1791,73,1,1,0,/opt/ml/input/data/train/new_images/000073_female_Asian_52/000073_female_Asian_52_mask1.jpg,4
1792,1723,1,1,0,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_mask1.jpg,4
1793,1723,1,1,0,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_mask5.jpg,4
1794,1723,1,1,1,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_incorrect_mask.jpg,10
1795,1723,1,1,0,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_mask3.jpg,4
1796,1723,1,1,0,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_mask4.jpg,4
1797,1723,1,1,2,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_normal.jpg,16
1798,1723,1,1,0,/opt/ml/input/data/train/new_images/001723_female_Asian_35/001723_female_Asian_35_mask2.jpg,4
1799,3009,1,0,1,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_incorrect_mask.jpg,9
1800,3009,1,0,0,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_mask3.jpg,3
1801,3009,1,0,2,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_normal.jpg,15
1802,3009,1,0,0,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_mask2.jpg,3
1803,3009,1,0,0,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_mask5.jpg,3
1804,3009,1,0,0,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_mask1.jpg,3
1805,3009,1,0,0,/opt/ml/input/data/train/new_images/003009_female_Asian_20/003009_female_Asian_20_mask4.jpg,3
1806,3783,1,1,2,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_normal.jpg,16
1807,3783,1,1,0,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_mask4.jpg,4
1808,3783,1,1,0,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_mask2.jpg,4
1809,3783,1,1,0,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_mask5.jpg,4
1810,3783,1,1,0,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_mask1.jpg,4
1811,3783,1,1,1,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_incorrect_mask.jpg,10
1812,3783,1,1,0,/opt/ml/input/data/train/new_images/003783_female_Asian_40/003783_female_Asian_40_mask3.jpg,4
1813,6176,1,0,0,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_mask5.png,3
1814,6176,1,0,0,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_mask2.png,3
1815,6176,1,0,1,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_incorrect_mask.png,9
1816,6176,1,0,0,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_mask4.png,3
1817,6176,1,0,0,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_mask3.png,3
1818,6176,1,0,2,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_normal.png,15
1819,6176,1,0,0,/opt/ml/input/data/train/new_images/006176_female_Asian_19/006176_female_Asian_19_mask1.png,3
1820,5497,0,1,0,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_mask1.jpg,1
1821,5497,0,1,0,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_mask4.jpg,1
1822,5497,0,1,2,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_normal.jpg,13
1823,5497,0,1,0,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_mask5.jpg,1
1824,5497,0,1,1,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_incorrect_mask.jpg,7
1825,5497,0,1,0,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_mask3.jpg,1
1826,5497,0,1,0,/opt/ml/input/data/train/new_images/005497_male_Asian_56/005497_male_Asian_56_mask2.jpg,1
1827,3052,1,0,0,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_mask2.jpg,3
1828,3052,1,0,0,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_mask5.jpg,3
1829,3052,1,0,0,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_mask3.jpg,3
1830,3052,1,0,0,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_mask1.jpg,3
1831,3052,1,0,2,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_normal.jpg,15
1832,3052,1,0,1,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_incorrect_mask.jpg,9
1833,3052,1,0,0,/opt/ml/input/data/train/new_images/003052_female_Asian_19/003052_female_Asian_19_mask4.jpg,3
1834,697,1,1,0,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_mask4.jpg,4
1835,697,1,1,2,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_normal.jpg,16
1836,697,1,1,0,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_mask2.jpg,4
1837,697,1,1,0,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_mask1.jpg,4
1838,697,1,1,0,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_mask3.jpg,4
1839,697,1,1,0,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_mask5.jpg,4
1840,697,1,1,1,/opt/ml/input/data/train/new_images/000697_female_Asian_58/000697_female_Asian_58_incorrect_mask.jpg,10
1841,1153,1,0,0,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_mask2.jpg,3
1842,1153,1,0,0,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_mask4.jpg,3
1843,1153,1,0,0,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_mask3.jpg,3
1844,1153,1,0,2,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_normal.jpg,15
1845,1153,1,0,0,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_mask1.jpg,3
1846,1153,1,0,0,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_mask5.jpg,3
1847,1153,1,0,1,/opt/ml/input/data/train/new_images/001153_female_Asian_25/001153_female_Asian_25_incorrect_mask.jpg,9
1848,1083,1,1,0,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_mask4.jpg,4
1849,1083,1,1,0,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_mask2.jpg,4
1850,1083,1,1,1,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_incorrect_mask.jpg,10
1851,1083,1,1,2,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_normal.jpg,16
1852,1083,1,1,0,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_mask1.jpg,4
1853,1083,1,1,0,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_mask5.jpg,4
1854,1083,1,1,0,/opt/ml/input/data/train/new_images/001083_female_Asian_34/001083_female_Asian_34_mask3.jpg,4
1855,6671,0,0,0,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_mask2.jpeg,0
1856,6671,0,0,0,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_mask3.jpeg,0
1857,6671,0,0,2,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_normal.jpeg,12
1858,6671,0,0,0,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_mask5.jpeg,0
1859,6671,0,0,0,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_mask1.jpeg,0
1860,6671,0,0,0,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_mask4.jpeg,0
1861,6671,0,0,1,/opt/ml/input/data/train/new_images/006671_male_Asian_19/006671_male_Asian_19_incorrect_mask.jpeg,6
1862,3191,1,0,0,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_mask4.jpg,3
1863,3191,1,0,0,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_mask2.jpg,3
1864,3191,1,0,1,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_incorrect_mask.jpg,9
1865,3191,1,0,0,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_mask5.jpg,3
1866,3191,1,0,2,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_normal.jpg,15
1867,3191,1,0,0,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_mask1.jpg,3
1868,3191,1,0,0,/opt/ml/input/data/train/new_images/003191_female_Asian_18/003191_female_Asian_18_mask3.jpg,3
1869,538,0,1,1,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_incorrect_mask.jpg,7
1870,538,0,1,0,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_mask5.jpg,1
1871,538,0,1,0,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_mask2.jpg,1
1872,538,0,1,0,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_mask1.jpg,1
1873,538,0,1,0,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_mask4.jpg,1
1874,538,0,1,2,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_normal.jpg,13
1875,538,0,1,0,/opt/ml/input/data/train/new_images/000538_male_Asian_54/000538_male_Asian_54_mask3.jpg,1
1876,3282,1,0,0,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_mask1.jpg,3
1877,3282,1,0,0,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_mask3.jpg,3
1878,3282,1,0,1,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_incorrect_mask.jpg,9
1879,3282,1,0,2,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_normal.jpg,15
1880,3282,1,0,0,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_mask2.jpg,3
1881,3282,1,0,0,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_mask5.jpg,3
1882,3282,1,0,0,/opt/ml/input/data/train/new_images/003282_female_Asian_19/003282_female_Asian_19_mask4.jpg,3
1883,5036,1,1,0,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_mask4.jpg,4
1884,5036,1,1,0,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_mask3.jpg,4
1885,5036,1,1,2,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_normal.jpg,16
1886,5036,1,1,1,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_incorrect_mask.jpg,10
1887,5036,1,1,0,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_mask2.jpg,4
1888,5036,1,1,0,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_mask5.jpg,4
1889,5036,1,1,0,/opt/ml/input/data/train/new_images/005036_female_Asian_52/005036_female_Asian_52_mask1.jpg,4
1890,1362,1,0,0,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_mask1.jpg,3
1891,1362,1,0,2,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_normal.jpg,15
1892,1362,1,0,1,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_incorrect_mask.jpg,9
1893,1362,1,0,0,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_mask2.jpg,3
1894,1362,1,0,0,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_mask3.jpg,3
1895,1362,1,0,0,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_mask5.jpg,3
1896,1362,1,0,0,/opt/ml/input/data/train/new_images/001362_female_Asian_28/001362_female_Asian_28_mask4.jpg,3
1897,3727,0,2,1,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_incorrect_mask.jpg,8
1898,3727,0,2,0,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_mask3.jpg,2
1899,3727,0,2,0,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_mask5.jpg,2
1900,3727,0,2,0,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_mask1.jpg,2
1901,3727,0,2,0,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_mask2.jpg,2
1902,3727,0,2,0,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_mask4.jpg,2
1903,3727,0,2,2,/opt/ml/input/data/train/new_images/003727_male_Asian_60/003727_male_Asian_60_normal.jpg,14
1904,6466,1,0,0,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_mask1.jpg,3
1905,6466,1,0,0,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_mask4.jpg,3
1906,6466,1,0,2,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_normal.jpg,15
1907,6466,1,0,0,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_mask2.jpg,3
1908,6466,1,0,0,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_mask3.jpg,3
1909,6466,1,0,0,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_mask5.jpg,3
1910,6466,1,0,1,/opt/ml/input/data/train/new_images/006466_female_Asian_18/006466_female_Asian_18_incorrect_mask.jpg,9
1911,4259,0,2,0,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_mask5.jpg,2
1912,4259,0,2,0,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_mask3.jpg,2
1913,4259,0,2,0,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_mask4.jpg,2
1914,4259,0,2,2,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_normal.jpg,14
1915,4259,0,2,0,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_mask1.jpg,2
1916,4259,0,2,0,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_mask2.jpg,2
1917,4259,0,2,1,/opt/ml/input/data/train/new_images/004259_male_Asian_60/004259_male_Asian_60_incorrect_mask.jpg,8
1918,3167,1,0,0,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_mask4.jpg,3
1919,3167,1,0,0,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_mask5.jpg,3
1920,3167,1,0,2,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_normal.jpg,15
1921,3167,1,0,1,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_incorrect_mask.jpg,9
1922,3167,1,0,0,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_mask2.jpg,3
1923,3167,1,0,0,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_mask3.jpg,3
1924,3167,1,0,0,/opt/ml/input/data/train/new_images/003167_female_Asian_19/003167_female_Asian_19_mask1.jpg,3
1925,5295,0,0,0,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_mask3.jpg,0
1926,5295,0,0,2,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_normal.jpg,12
1927,5295,0,0,0,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_mask4.jpg,0
1928,5295,0,0,0,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_mask1.jpg,0
1929,5295,0,0,0,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_mask5.jpg,0
1930,5295,0,0,1,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_incorrect_mask.jpg,6
1931,5295,0,0,0,/opt/ml/input/data/train/new_images/005295_male_Asian_29/005295_male_Asian_29_mask2.jpg,0
1932,003514-1,0,0,2,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_normal.jpg,12
1933,003514-1,0,0,0,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_mask2.jpg,0
1934,003514-1,0,0,0,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_mask4.jpg,0
1935,003514-1,0,0,1,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_incorrect_mask.jpg,6
1936,003514-1,0,0,0,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_mask1.jpg,0
1937,003514-1,0,0,0,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_mask3.jpg,0
1938,003514-1,0,0,0,/opt/ml/input/data/train/new_images/003514-1_male_Asian_20/003514-1_male_Asian_20_mask5.jpg,0
1939,6344,1,0,0,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_mask5.jpg,3
1940,6344,1,0,2,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_normal.jpg,15
1941,6344,1,0,0,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_mask1.jpg,3
1942,6344,1,0,0,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_mask4.jpg,3
1943,6344,1,0,1,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_incorrect_mask.jpg,9
1944,6344,1,0,0,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_mask3.jpg,3
1945,6344,1,0,0,/opt/ml/input/data/train/new_images/006344_female_Asian_18/006344_female_Asian_18_mask2.jpg,3
1946,001359-1,1,0,0,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_mask4.jpg,3
1947,001359-1,1,0,0,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_mask3.jpg,3
1948,001359-1,1,0,0,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_mask5.jpg,3
1949,001359-1,1,0,2,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_normal.jpg,15
1950,001359-1,1,0,0,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_mask2.jpg,3
1951,001359-1,1,0,1,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_incorrect_mask.jpg,9
1952,001359-1,1,0,0,/opt/ml/input/data/train/new_images/001359-1_female_Asian_24/001359-1_female_Asian_24_mask1.jpg,3
1953,5045,0,2,0,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_mask1.jpg,2
1954,5045,0,2,0,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_mask4.jpg,2
1955,5045,0,2,0,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_mask5.jpg,2
1956,5045,0,2,0,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_mask2.jpg,2
1957,5045,0,2,0,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_mask3.jpg,2
1958,5045,0,2,1,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_incorrect_mask.jpg,8
1959,5045,0,2,2,/opt/ml/input/data/train/new_images/005045_male_Asian_60/005045_male_Asian_60_normal.jpg,14
1960,5545,0,1,0,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_mask1.jpg,1
1961,5545,0,1,0,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_mask2.jpg,1
1962,5545,0,1,2,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_normal.jpg,13
1963,5545,0,1,0,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_mask3.jpg,1
1964,5545,0,1,1,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_incorrect_mask.jpg,7
1965,5545,0,1,0,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_mask4.jpg,1
1966,5545,0,1,0,/opt/ml/input/data/train/new_images/005545_male_Asian_53/005545_male_Asian_53_mask5.jpg,1
1967,1127,0,0,2,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_normal.jpg,12
1968,1127,0,0,0,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_mask3.jpg,0
1969,1127,0,0,0,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_mask1.jpg,0
1970,1127,0,0,1,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_incorrect_mask.jpg,6
1971,1127,0,0,0,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_mask5.jpg,0
1972,1127,0,0,0,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_mask2.jpg,0
1973,1127,0,0,0,/opt/ml/input/data/train/new_images/001127_male_Asian_18/001127_male_Asian_18_mask4.jpg,0
1974,1157,1,0,0,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_mask3.jpg,3
1975,1157,1,0,0,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_mask4.jpg,3
1976,1157,1,0,2,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_normal.jpg,15
1977,1157,1,0,0,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_mask2.jpg,3
1978,1157,1,0,1,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_incorrect_mask.jpg,9
1979,1157,1,0,0,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_mask1.jpg,3
1980,1157,1,0,0,/opt/ml/input/data/train/new_images/001157_female_Asian_24/001157_female_Asian_24_mask5.jpg,3
1981,6353,1,0,1,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_incorrect_mask.jpg,9
1982,6353,1,0,0,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_mask1.jpg,3
1983,6353,1,0,0,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_mask5.jpg,3
1984,6353,1,0,0,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_mask4.jpg,3
1985,6353,1,0,2,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_normal.jpg,15
1986,6353,1,0,0,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_mask3.jpg,3
1987,6353,1,0,0,/opt/ml/input/data/train/new_images/006353_female_Asian_18/006353_female_Asian_18_mask2.jpg,3
1988,6476,1,0,1,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_incorrect_mask.jpg,9
1989,6476,1,0,2,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_normal.jpg,15
1990,6476,1,0,0,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_mask1.jpg,3
1991,6476,1,0,0,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_mask5.jpg,3
1992,6476,1,0,0,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_mask2.jpg,3
1993,6476,1,0,0,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_mask4.jpg,3
1994,6476,1,0,0,/opt/ml/input/data/train/new_images/006476_female_Asian_18/006476_female_Asian_18_mask3.jpg,3
1995,6366,0,0,0,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_mask5.jpg,0
1996,6366,0,0,0,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_mask1.jpg,0
1997,6366,0,0,1,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_incorrect_mask.jpg,6
1998,6366,0,0,0,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_mask4.jpg,0
1999,6366,0,0,0,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_mask2.jpg,0
2000,6366,0,0,2,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_normal.jpg,12
2001,6366,0,0,0,/opt/ml/input/data/train/new_images/006366_male_Asian_19/006366_male_Asian_19_mask3.jpg,0
